row1,col1,row2,col2,event_type1,event_type2
24,24,24,25,1,1
24,24,26,27,1,1
48,24,49,27,-1,-1
48,24,46,29,-1,-1
24,25,26,27,1,1
39,25,40,29,-1,-1
39,25,38,34,-1,-1.5
27,26,26,27,1,1
27,26,28,29,1,1
27,26,29,30,1,1
26,27,28,29,1,1
49,27,51,39,-1,-1
49,27,51,52,-1,1
28,29,29,30,1,1
40,29,38,34,-1,-1.5
46,29,45,37,-1,-1
53,30,52,34,-1,-3
53,30,51,39,-1,-1
53,30,51,52,-1,1
53,30,52,53,-1,1
53,30,53,54,-1,1
53,30,54,55,-1,1
53,30,55,56,-1,3
102,30,103,48,-1,-1
102,30,103,59,-1,-1
102,30,103,78,-1,1
102,30,100,93,-1,1
32,33,33,34,1,1
52,34,51,39,-3,-1
52,34,51,52,-3,1
52,34,52,53,-3,1
52,34,53,54,-3,1
52,34,54,55,-3,1
63,34,64,48,-3,1
63,34,65,51,-3,1
80,34,82,48,-1,1
80,34,80,59,-1,3
80,34,80,81,-1,1
51,39,51,52,-1,1
51,39,52,53,-1,1
51,39,53,54,-1,1
64,48,65,51,1,1
82,48,84,54,1,-1
82,48,80,59,1,3
82,48,80,81,1,1
103,48,103,59,-1,-1
103,48,103,78,-1,1
65,51,67,59,1,3
51,52,52,53,1,1
51,52,53,54,1,1
71,52,69,53,-1,-1
71,52,69,54,-1,-1
71,52,70,55,-1,-1
71,52,72,69,-1,1
71,52,70,71,-1,1
71,52,71,72,-1,1
71,52,72,73,-1,1
71,52,73,74,-1,1
108,52,110,54,1,1
108,52,106,60,1,-1
52,53,53,54,1,1
52,53,54,55,1,1
69,53,69,54,-1,-1
69,53,70,55,-1,-1
69,53,67,59,-1,3
69,53,70,71,-1,1
69,53,71,72,-1,1
53,54,54,55,1,1
53,54,55,56,1,3
69,54,70,55,-1,-1
69,54,67,59,-1,3
69,54,70,71,-1,1
69,54,71,72,-1,1
54,55,55,56,1,3
70,55,72,69,-1,1
70,55,70,71,-1,1
70,55,71,72,-1,1
70,55,72,73,-1,1
80,59,80,81,3,1
96,59,97,70,-1,1
103,59,103,78,-1,1
72,69,70,71,1,1
72,69,71,72,1,1
72,69,72,73,1,1
72,69,73,74,1,1
72,69,74,75,1,1
77,70,76,77,1,1
77,70,77,78,1,1
70,71,71,72,1,1
70,71,72,73,1,1
71,72,72,73,1,1
71,72,73,74,1,1
72,73,73,74,1,1
72,73,74,75,1,1
73,74,74,75,1,1
74,75,76,77,1,1
76,77,77,78,1,1
